"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MTFB","Motif Bio plc","9.86","13102194.78","1328823","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfb",
"MOTS","Motus GI Holdings, Inc.","4.1","64329619.1","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mots",
"MPVD","Mountain Province Diamonds Inc.","1.15","241617847.4","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mpvd",
"MSBF","MSB Financial Corp.","17.99","99181838.35","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msbf",
"MTEC","MTech Acquisition Corp.","10.16","75501500","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/mtec",
"MUDS","Mudrick Capital Acquisition Corporation","9.95","258700000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/muds",
"MBIO","Mustang Bio, Inc.","3.08","83971983.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbio",
"MFSF","MutualFirst Financial Inc.","27.95","240018500.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfsf",
"MVBF","MVB Financial Corp.","17.05","197835753.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mvbf",
"NBRV","Nabriva Therapeutics plc","1.92","128605620.48","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nbrv",
"NH","NantHealth, Inc.","0.5456","59738440.7312","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","1.16","91902256.28","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","16.06","298312010.7","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nssc",
"NKSH","National Bankshares, Inc.","34.69","241372118.06","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nksh",
"NAII","Natural Alternatives International, Inc.","11","83279581","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/naii",
"NHTC","Natural Health Trends Corp.","16.26","184975255.92","n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/nhtc",
"NATR","Nature&#39;s Sunshine Products, Inc.","8.15","156510008.3","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/natr",
"NCSM","NCS Multistage Holdings, Inc.","6.01","270513862.26","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ncsm",
"NMRD","Nemaura Medical Inc.","1.04","215565541.36","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nmrd",
"NTGN","Neon Therapeutics, Inc.","4.82","136470669.94","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ntgn",
"NEOS","Neos Therapeutics, Inc.","2.16","107300814.48","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/neos",
"NEPT","Neptune Wellness Solutions Inc.","3.33","266182344.54","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nept",
"UEPS","Net 1 UEPS Technologies, Inc.","4.4","250069270","n/a","2005","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ueps",
"NTWK","NetSol Technologies Inc.","6.645","78360232.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk",
"STIM","Neuronetics, Inc.","15.09","265274519.19","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/stim",
"NEWA","Newater Technology, Inc.","6.35","68637150","n/a","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa",
"NLNK","NewLink Genetics Corporation","1.41","52486694.46","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nlnk",
"NFEC","NF Energy Saving Corporation","9.71","73536636.19","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nfec",
"NICK","Nicholas Financial, Inc.","10.642","84135013.48","n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/nick",
"NBN","Northeast Bancorp","18.2","164671579.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbn",
"NTIC","Northern Technologies International Corporation","30.15","136946636.55","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/ntic",
"NRIM","Northrim BanCorp Inc","34.03","234275655.58","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nrim",
"NWPX","Northwest Pipe Company","21.53","209595734.15","n/a","1995","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/nwpx",
"NWFL","Norwood Financial Corp.","29.42","185129557.06","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nwfl",
"NVTR","Nuvectra Corporation","14.58","256738563.9","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvtr",
"NYMX","Nymox Pharmaceutical Corporation","2.17","138269592.02","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/nymx",
"OVLY","Oak Valley Bancorp (CA)","18","147479490","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ovly",
"OCSI","Oaktree Strategic Income Corporation","8.45","248994189.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ocsi",
"OASM","Oasmia Pharmaceutical AB","2.6","1938835.6","745706","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/oasm",
"OFED","Oconee Federal Financial Corp.","26.05","150106482.25","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ofed",
"OCUL","Ocular Therapeutix, Inc.","3.84","157806228.48","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ocul",
"OMEX","Odyssey Marine Exploration, Inc.","5.67","51976374.03","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/omex",
"OFS","OFS Capital Corporation","11.26","150352798.24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ofs",
"OVBC","Ohio Valley Banc Corp.","34.9","165185888","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ovbc",
"OPOF","Old Point Financial Corporation","22.28","115486508.48","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/opof",
"ZEUS","Olympic Steel, Inc.","18.54","204095717.46","n/a","1994","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/zeus",
"OPBK","OP Bancorp","9.34","147416376.92","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/opbk",
"OPES","Opes Acquisition Corp.","10.0773","149345586","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/opes",
"OPHT","Ophthotech Corporation","1.27","52408672.17","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/opht",
"OPNT","Opiant Pharmaceuticals, Inc.","14.93","57249712.06","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/opnt",
"OBAS","Optibase Ltd.","9.7","50424101.7","n/a","1999","Finance","Real Estate","https://www.nasdaq.com/symbol/obas",
"OPRX","OptimizeRx Corporation","10.95","131555325.75","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/oprx",
"OPTN","OptiNose, Inc.","6.16","253961584.8","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/optn",
"ORMP","Oramed Pharmaceuticals Inc.","3.48","60476689.32","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ormp",
"ORGO","Organogenesis Holdings Inc. ","16.3404","94978575","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/orgo",
"ONVO","Organovo Holdings, Inc.","1.01","117049238.35","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/onvo",
"ORGS","Orgenesis Inc.","4.49","69913668.77","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/orgs",
"ORRF","Orrstown Financial Services Inc","19.08","179924400","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/orrf",
"OTEL","Otelco Inc.","16.3","55234571.2","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/otel",
"OTIC","Otonomy, Inc.","2","61260250","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/otic",
"OTLK","Outlook Therapeutics, Inc.","0.67","57011011.54","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/otlk",
"OVID","Ovid Therapeutics Inc.","3.27","80618952.78","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ovid",
"PCB","Pacific City Financial Corporation","15.6","249252962.4","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/pcb",
"PEIX","Pacific Ethanol, Inc.","1.34","61260955.54","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/peix",
"PMBC","Pacific Mercantile Bancorp","8.06","176644531.7","n/a","2000","Finance","Major Banks","https://www.nasdaq.com/symbol/pmbc",
"PANL","Pangaea Logistics Solutions Ltd.","3.02","133026593.82","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/panl",
"FRSH","Papa Murphy&#39;s Holdings, Inc.","4.675","79605596.125","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/frsh",
"PRTK","Paratek Pharmaceuticals, Inc. ","6.88","222118061.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prtk",
"TEUM","Pareteum Corporation","2.31","226040224.41","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/teum",
"PNRL","Paringa Resources Limited","6.85","62250902.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnrl",
"PCYG","Park City Group, Inc.","8.39","166158916","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/pcyg",
"PKBK","Parke Bancorp, Inc.","19.47","202428772.26","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pkbk",
"PBHC","Pathfinder Bancorp, Inc.","14.3908","62719826.5824","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pbhc",
"PNBK","Patriot National Bancorp Inc.","14.41","56264968.98","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pnbk",
"PATI","Patriot Transportation Holding, Inc.","18.75","62408737.5","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/pati",
"PBBI","PB Bancorp, Inc.","11.02","84010683.48","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pbbi",
"PCMI","PCM, Inc.","21.15","256993776.9","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/pcmi",
"PCTI","PC-Tel, Inc.","5.3","97183677.9","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pcti",
"PDLB","PDL Community Bancorp","12.93","238726952.04","n/a","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pdlb",
"SKIS","Peak Resorts, Inc.","4.65","70521118.8","n/a","2014","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/skis",
"PWOD","Penns Woods Bancorp, Inc.","36.79","172585642.58","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pwod",
"PEBK","Peoples Bancorp of North Carolina, Inc.","27.05","162171674.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pebk",
"PRCP","Perceptron, Inc.","8","76943112","n/a","1992","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/prcp",
"PFMT","Performant Financial Corporation","2.05","108630861.2","n/a","2012","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/pfmt",
"PERI","Perion Network Ltd","3.19","82830031.13","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PPIH","Perma-Pipe International Holdings, Inc.","8.53","67262240.22","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/ppih",
"PFSW","PFSweb, Inc.","6.05","116518752.9","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pfsw",
"PHAS","PhaseBio Pharmaceuticals, Inc.","3.8","93093445","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/phas",
"PHII","PHI, Inc.","3.1658","50082221.5344","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/phii",
"PICO","PICO Holdings Inc.","9.85","209586172.4","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/pico",
"PIRS","Pieris Pharmaceuticals, Inc.","2.74","148370230.06","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/pirs",
"PME","Pingtan Marine Enterprise Ltd.","2.22","175502217.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pme",
"PXLW","Pixelworks, Inc.","3.25","118972376.25","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/pxlw",
"PLBC","Plumas Bancorp","25.2807","129575621.1132","n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/plbc",
"PSTI","Pluristem Therapeutics, Inc.","1.14","132012574.56","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/psti",
"PNTR","Pointer Telocation Ltd.","13.48","109619198.24","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"PCOM","Points International, Ltd.","10.21","144082131.44","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","5.06","51324379.48","n/a","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pola",
"PBPB","Potbelly Corporation","8.7","216149968.8","n/a","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/pbpb",
"PLPC","Preformed Line Products Company","54.55","273410545.95","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","14.74","215478871.52","n/a","1996","Finance","Major Banks","https://www.nasdaq.com/symbol/pfbi",
"PRGX","PRGX Global, Inc.","8.99","212320614.79","n/a","1996","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/prgx",
"PNRG","PrimeEnergy Resources Corporation","87","178304586","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pnrg",
"BTEC","Principal Healthcare Innovators Index ETF","31.48","51942031.48","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/btec",
"PDEX","Pro-Dex, Inc.","13.19","55765275.55","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/pdex",
"PFIE","Profire Energy, Inc.","1.81","87030344.03","n/a","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/pfie",
"BIB","ProShares Ultra Nasdaq Biotechnology","53.87","258576000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bib",
"PTGX","Protagonist Therapeutics, Inc.","8","201488152","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptgx",
"PTVCA","Protective Insurance Corporation","17.3018","257432115.3578","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ptvca",
"PTVCB","Protective Insurance Corporation","18.15","270052416.15","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ptvcb",
"PRTO","Proteon Therapeutics, Inc.","2.75","52858553","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","2.99","151917181.78","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pti",
"PRVB","Provention Bio, Inc.","2.5","93378905","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prvb",
"PVBC","Provident Bancorp, Inc.","23.43","225733242.24","n/a","2015","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","16.24","121911325.2","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","18.18","161674085.52","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/pbip",
"PMD","Psychemedics Corporation","18.05","99406079.1","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/pmd",
"PHCF","PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.","5.18","62160000","n/a","2018","Finance","Investment Managers","https://www.nasdaq.com/symbol/phcf",
"PLSE","Pulse Biosciences, Inc","12.7","261352080.8","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/plse",
"PCYO","Pure Cycle Corporation","9.85","234396490.3","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/pcyo",
"QTRH","Quarterhill Inc.","0.9793","116357944.4538","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/qtrh",
"QUIK","QuickLogic Corporation","0.8718","82987539.0822","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/quik",
"RADA","RADA Electronic Industries Ltd.","2.74","102801764.08","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","8.03","109539839.75","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"METC","Ramaco Resources, Inc.","5.49","220052743.83","n/a","2017","Energy","Coal Mining","https://www.nasdaq.com/symbol/metc",
"RNDB","Randolph Bancorp, Inc.","13.62","81078756.78","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/rndb",
"RICK","RCI Hospitality Holdings, Inc.","22.12","214665752","n/a","1995","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/rick",
"BLCN","Reality Shares Nasdaq NextGen Economy ETF","21.39","74865021.39","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/blcn",
"RNWK","RealNetworks, Inc.","3.01","113341691.47","n/a","1997","Technology","EDP Services","https://www.nasdaq.com/symbol/rnwk",
"REPH","Recro Pharma, Inc.","8.01","172034758.98","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/reph",
"RDVT","Red Violet, Inc.","7.85","80592912.05","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rdvt",
"RDHL","Redhill Biopharma Ltd.","7.56","151674291.72","20062737","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdhl",
"RBNC","Reliant Bancorp, Inc.","21.95","253101279.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rbnc",
"MARK","Remark Holdings, Inc.","2.2","85917286.4","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/mark",
"REFR","Research Frontiers Incorporated","2.45","67772416.95","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/refr",
"RESN","Resonant Inc.","3.1","83981768.3","n/a","2014","Technology","Semiconductors","https://www.nasdaq.com/symbol/resn",
"TORC","resTORbio, Inc.","8.28","232298248.32","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/torc",
"RFIL","RF Industries, Ltd.","8.27","76850637.27","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","28.73","229943600.38","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/rgco",
"RIBT","RiceBran Technologies","3.32","96612000","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ribt",
"RELL","Richardson Electronics, Ltd.","7.47","97479914.4","n/a","1983","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rell",
"RNET","RigNet, Inc.","13.33","258754855.11","n/a","2010","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/rnet",
"RVSB","Riverview Bancorp Inc","7.36","166326520.32","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/rvsb",
"RIVE","Riverview Financial Corporation","11.457","104402542.635","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rive",
"RMTI","Rockwell Medical, Inc.","3.17","180619169.52","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","27.45","203715151.65","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","8.6","51158476","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/rmcf",
"ROSE","Rosehill Resources Inc.","3.25","141502686","n/a","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rose",
"RTIX","RTI Surgical, Inc.","4.25","269712225","n/a","2000","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rtix",
"RMBL","RumbleOn, Inc.","6.11","112841258.01","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rmbl",
"SCAC","Saban Capital Acquisition Corp.","10.2","279492811.2","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/scac",
"SGA","Saga Communications, Inc.","33.5","197992135.5","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/sga",
"SALM","Salem Media Group, Inc.","2.7289","71459281.0368","n/a","1999","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/salm",
"SAL","Salisbury Bancorp, Inc.","39.195","109937310.795","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sal",
"SVRA","Savara, Inc.","7.7","270491536.7","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","18.12","117838890","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbfg",
"SBBX","SB One Bancorp","21.31","202894385.28","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbbx",
"SCPH","scPharmaceuticals Inc.","3.79","70377605.31","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scph",
"SEAC","SeaChange International, Inc.","1.63","58280012.67","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
"SPNE","SeaSpine Holdings Corporation","14.8","274284833.2","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/spne",
"EYES","Second Sight Medical Products, Inc.","0.8376","63939213.684","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes",
"SNFCA","Security National Financial Corporation","5.3","92741080.1","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/snfca",
"SLCT","Select Bancorp, Inc.","11.97","231003296.37","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/slct",
"SIC","Select Interior Concepts, Inc.","7.77","199339528.71","n/a","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/sic",
"SENEA","Seneca Foods Corp.","29.4","284962587","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","27.95","270908309.75","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/seneb",
"AIHS","Senmiao Technology Limited","4.18","108175892","n/a","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/aihs",
"SRTS","Sensus Healthcare, Inc.","8.18","131579070.98","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts",
"SQBG","Sequential Brands Group, Inc.","1.03","66213847.67","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","6.01","245544013.09","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb",
"SREV","ServiceSource International, Inc.","1.16","107557066.44","n/a","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/srev",
"SESN","Sesen Bio, Inc.","0.754","58401959.72","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sesn",
"SVBI","Severn Bancorp Inc","8.37","106476452.37","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/svbi",
"SGOC","SGOCO Group, Ltd","1.0489","79199606.97","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp.","3.9","62719881.9","n/a","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","13.91","119479583.34","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp",
"SHLO","Shiloh Industries, Inc.","6.07","143838999.35","n/a","1993","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/shlo",
"SHBI","Shore Bancshares Inc","15.25","194429829.25","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shbi",
"SIFI","SI Financial Group, Inc.","12.96","155955598.56","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sifi",
"SNNA","Sienna Biopharmaceuticals, Inc.","2.8","59192282.8","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snna",
"SRRA","Sierra Oncology, Inc.","1.35","100394052.75","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srra",
"SIFY","Sify Technologies Limited","1.56","39775218.6","25496935","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify",
"SILC","Silicom Ltd","32.85","248070618.45","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc",
"SAMG","Silvercrest Asset Management Group Inc.","13.79","185505824.21","n/a","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/samg",
"SLMBP","SLM Corporation","63.88","255520000","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/slmbp",
"SND","Smart Sand, Inc.","2.5","104009542.5","n/a","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/snd",
"SMBK","SmartFinancial, Inc.","19.13","266547931.52","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/smbk",
"SMSI","Smith Micro Software, Inc.","1.79","55429936.55","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","5.88","135717914.64","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/smtx",
"SUNS","Solar Senior Capital Ltd.","16.26","260818286.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/suns",
"SLGL","Sol-Gel Technologies Ltd.","5.71","108204317.28","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slgl",
